session_id,user_query,url,title,snippet
19,"organ pipe cactus what is the name of the desert
",https://www.nps.gov/orpi/learn/historyculture/monument-timeline.htm,Monument Timeline - Organ Pipe Cactus National Monument (U.S. ...,"Jun 24, 2018 ... 1950: Ajo Chamber of Commerce began movement to change Organ Pipe's name to Arizona Desert National Park. Congress took no action."
20,"when was the last time this volcano erupted in new mexico
",https://earthobservatory.nasa.gov/images/88581/capulin-volcano-national-monument,Capulin Volcano National Monument,"Aug 23, 2016 ... Capulin last erupted roughly 56,000 to 62,000 years ago. The volcano sits near the center of the Raton-Clayton field, a cluster of smaller..."
20,"when was the last time this volcano erupted in new mexico
",https://geoinfo.nmt.edu/faq/volcanoes/,FAQ: Volcanoes,"May 4, 2022 ... Well known extinct volcanoes in New Mexico include Mount Taylor, the Jemez Mountains, the Albuquerque volcanoes, and Capulin volcano. Lava flows..."
20,"when was the last time this volcano erupted in new mexico
",https://nmnaturalhistory.org/volcanoes/new-mexico-land-volcanoes,New Mexico: Land of Volcanoes | New Mexico Museum of Natural ...,Will there be another eruption? The region remains tectonically active so continued volcanic eruptions separated by significant intervals (1000s of years)...
20,"when was the last time this volcano erupted in new mexico
",https://www.nmnaturalhistory.org/online-exhibits-geoscience/volcanoes-new-mexico,The Volcanoes of New Mexico | New Mexico Museum of Natural ...,"For more volcanoes in New Mexico, visit the links above. ... The petroglyphs were etched on lava flows that erupted from a classic fissure eruption."
20,"when was the last time this volcano erupted in new mexico
",https://www.nps.gov/cavo/learn/nature/geologicactivity.htm,Geologic Activity - Capulin Volcano National Monument (U.S. ...,"Mar 10, 2022 ... Capulin Volcano is a cinder cone volcano that erupted into existence around 60,000 years ago. After its eruption ended, Capulin Volcano became..."
21,"when was the last time volcano capulin
",https://earthobservatory.nasa.gov/images/88581/capulin-volcano-national-monument,Capulin Volcano National Monument,"Aug 23, 2016 ... Capulin last erupted roughly 56,000 to 62,000 years ago. The volcano sits near the center of the Raton-Clayton field, a cluster of smaller..."
21,"when was the last time volcano capulin
",https://www.nps.gov/cavo/learn/nature/geologicactivity.htm,Geologic Activity - Capulin Volcano National Monument (U.S. ...,"Mar 10, 2022 ... After this dormant period, the most recent phase of eruptions in the volcanic field, know as the Capulin phase, began and lasted from around 1.7..."
21,"when was the last time volcano capulin
",https://en.wikipedia.org/wiki/Capulin_Volcano_National_Monument,Capulin Volcano National Monument - Wikipedia,"Capulin 1980 tde00005.jpg. Last erupted between 55,000 to 62,000 years ago."
21,"when was the last time volcano capulin
",https://www.nps.gov/cavo/learn/nature/volcanic-fields.htm,Volcanic Fields - Capulin Volcano National Monument (U.S. ...,"Apr 20, 2020 ... Potential still exists for future eruptions from dormant volcanoes in the field today. Capulin Volcano, like many cinder cones, had only one..."
21,"when was the last time volcano capulin
",https://newmexiconomad.com/capulin-volcano/,New Mexico National Monuments : Capulin Volcano,"Capulin is a classic cinder cone volcano. The eruption of Capulin, approximately 60,000 years ago, was one of the most recent eruptions."
22,"what is the country is the roosevelt campobello in 
",https://www.nps.gov/nr/travel/presidents/roosevelts_campobello.html,Roosevelt's Campobello--Presidents: A Discover Our Shared ...,Today Roosevelt Campobello International Park honors his memory and ... It is the only park in the world owned by the peoples of two countries and...
22,"what is the country is the roosevelt campobello in 
",https://en.wikipedia.org/wiki/Roosevelt_Campobello_International_Park,Roosevelt Campobello International Park - Wikipedia,Both countries provide equal financial support to the park. It is an affiliated area of Parks Canada and of the U.S. National Park Service. According to the...
22,"what is the country is the roosevelt campobello in 
",https://www.nps.gov/roca/,Roosevelt Campobello International Park (U.S. National Park Service),"Feb 19, 2016 ... Roosevelt's ""Beloved Island"" Memorial. For many years, Franklin D. Roosevelt summered on Campobello Island. As an adult, he shared with his..."
22,"what is the country is the roosevelt campobello in 
",https://www.rooseveltcampobello.org/about-the-park,About the Park — Roosevelt Campobello International Park,"Roosevelt and the legacy of friendship between the two countries. At left, Eleanor Roosevelt's last visit to the Roosevelt Cottage, in 1962."
22,"what is the country is the roosevelt campobello in 
",https://newengland.com/travel/roosevelt-campobello-international-park/,Roosevelt Campobello International Park | National Treasures ...,Roosevelt Campobello International Park is a treasure beloved by two countries. Not even a polio diagnosis during the summer of 1921 could keep Franklin...
23,"what is the two particular species exist in Florida
",https://www.nationalgeographic.org/encyclopedia/invasive-species/,Invasive Species,"Sep 27, 2022 ... An invasive species is an organism that is not indigenous, or native, to a particular area. Invasive species can cause great economic and..."
23,"what is the two particular species exist in Florida
",https://edis.ifas.ufl.edu/publication/FR405,FOR336/FR405: The Value of Private Non-Industrial Forestland for ...,"Many animal species provide a variety of benefits to people in Florida. ... In addition, knowledge about the economic value of particular species can inform..."
23,"what is the two particular species exist in Florida
",https://www.nationalgeographic.org/encyclopedia/species-range/,Species Range,"Oct 28, 2022 ... A species range is an area where a particular species can be found ... Species with two or more ranges that do not connect with each other..."
23,"what is the two particular species exist in Florida
",https://www.educationworld.com/a_lesson/TM/WS_parks_places1.shtml,Education World ® - Lesson Planning Skills Page ...,"Which country is that? Everglades National Park. This national park, located in Florida, is the only place in the world where two particular species exist side..."
23,"what is the two particular species exist in Florida
",https://www.nps.gov/ever/learn/nature/techecklist.htm,Threatened and Endangered Species - Everglades National Park ...,"Jan 9, 2023 ... Thirty-nine native Florida species that may occur in Everglades ... Two of these listed species, the Cape Sable seaside sparrow and the..."
24,"how many students did gone to a all white school in Arkansas
",https://www.history.com/topics/black-history/central-high-school-integration,"Little Rock Nine - Definition, Names & Facts | HISTORY","Jan 29, 2010 ... The Little Rock Nine were a group of nine Black students who enrolled at formerly all-white Central High School in Little Rock, Arkansas,..."
24,"how many students did gone to a all white school in Arkansas
",https://www.britannica.com/topic/Little-Rock-Nine,"Little Rock Nine | Names, Significance, Facts, & Segregation ...","Little Rock Nine, group of African American high-school students who challenged ... at Little Rock Central High School, which until then had been all white."
24,"how many students did gone to a all white school in Arkansas
",https://en.wikipedia.org/wiki/Little_Rock_Nine,Little Rock Nine - Wikipedia,The Little Rock Nine were a group of nine African American students enrolled in Little Rock Central High School in 1957. Their enrollment was followed by...
24,"how many students did gone to a all white school in Arkansas
",https://www.history.com/this-day-in-history/central-high-school-integrated,Little Rock Nine Begin First Full Day of Classes,"Nov 24, 2009 ... Nine Black students enter all-white Central High School in Little Rock, Arkansas on September 25, 1957, after a federal court ordered racial..."
24,"how many students did gone to a all white school in Arkansas
",https://nmaahc.si.edu/explore/stories/little-rock-nine,The Little Rock Nine | National Museum of African American History ...,"The Board of Education, of all that was in store for our nation in the years to ... jeered, and threatened by many of the white students as they took small..."
25,"how many students did gone to a all white school in Arkansas in 1957
",https://www.history.com/topics/black-history/central-high-school-integration,"Little Rock Nine - Definition, Names & Facts | HISTORY","Jan 29, 2010 ... Their attendance at the school was a test of Brown v. ... formerly all-white Central High School in Little Rock, Arkansas, in September 1957..."
25,"how many students did gone to a all white school in Arkansas in 1957
",https://en.wikipedia.org/wiki/Little_Rock_Nine,Little Rock Nine - Wikipedia,The Little Rock Nine were a group of nine African American students enrolled in Little Rock Central High School in 1957. Their enrollment was followed by...
25,"how many students did gone to a all white school in Arkansas in 1957
",https://www.history.com/this-day-in-history/central-high-school-integrated,Little Rock Nine Begin First Full Day of Classes,"Nov 24, 2009 ... Nine Black students enter all-white Central High School in Little Rock, Arkansas on September 25, 1957, after a federal court ordered racial..."
25,"how many students did gone to a all white school in Arkansas in 1957
",https://www.britannica.com/topic/Little-Rock-Nine,"Little Rock Nine | Names, Significance, Facts, & Segregation ...","During the summer of 1957, the Little Rock Nine enrolled at Little Rock Central High School, which until then had been all white. The students' effort to..."
25,"how many students did gone to a all white school in Arkansas in 1957
",https://www.npca.org/articles/3349-9-things-you-may-not-know-about-the-little-rock-nine,9 Things You May Not Know About the Little Rock Nine · National ...,"Feb 1, 2023 ... Little Rock Central High School National Historic Site preserves and ... the all-white Central High School in Little Rock, Arkansas, 1957."
26,"organ pipe cactus national monument 
",https://www.nps.gov/orpi/,Organ Pipe Cactus National Monument (U.S. National Park Service),"Dec 19, 2022 ... The sights and sounds of Organ Pipe Cactus National Monument, an International Biosphere Reserve, reveal a thriving community of plants and..."
26,"organ pipe cactus national monument 
",https://en.wikipedia.org/wiki/Organ_Pipe_Cactus_National_Monument,Organ Pipe Cactus National Monument - Wikipedia,Organ Pipe Cactus National Monument is a U.S. national monument and UNESCO biosphere reserve located in extreme southern Arizona that shares a border with...
26,"organ pipe cactus national monument 
",https://www.nps.gov/orpi/planyourvisit/camping.htm,Camping - Organ Pipe Cactus National Monument (U.S. National ...,"Dec 19, 2022 ... Water is not available and fires are not permitted. Camping permits are $16.00 per night. Holders of the Senior or Access Pass receive a 50%..."
26,"organ pipe cactus national monument 
",https://www.visitarizona.com/places/parks-monuments/organ-pipe-cactus-national-monument/,Organ Pipe Cactus National Monument,"Roosevelt established Organ Pipe Cactus National Monument, an area spanning more than 330,000 acres of the Sonoran Desert in southwestern Arizona. Home to over..."
26,"organ pipe cactus national monument 
",https://www.nps.gov/orpi/planyourvisit/basicinfo.htm,Basic Information - Organ Pipe Cactus National Monument (U.S. ...,"Dec 19, 2022 ... This 330,000 acre monument was set aside in 1937 to preserve a pristine example of Sonoran Desert. Organ Pipe Cactus National Monument..."
27,"what arizona desert is  organ pipe cactus national monument in?
",https://www.nps.gov/orpi/,Organ Pipe Cactus National Monument (U.S. National Park Service),"Dec 19, 2022 ... Human stories echo throughout the Sonoran Desert, chronicling thousands of years of desert living. A wilderness hike, a scenic drive, or a night..."
27,"what arizona desert is  organ pipe cactus national monument in?
",https://en.wikipedia.org/wiki/Organ_Pipe_Cactus_National_Monument,Organ Pipe Cactus National Monument - Wikipedia,Organ Pipe Cactus National Monument is a U.S. national monument and UNESCO biosphere reserve located in extreme southern Arizona that shares a border with...
27,"what arizona desert is  organ pipe cactus national monument in?
",https://www.nps.gov/orpi/planyourvisit/directions.htm,Directions - Organ Pipe Cactus National Monument (U.S. National ...,"Dec 19, 2022 ... The nearest town with a grocery store is Ajo, Arizona, located 45 minutes, 33 miles north of the monument on Arizona Highway 85. It is located 2..."
27,"what arizona desert is  organ pipe cactus national monument in?
",https://www.visitarizona.com/places/parks-monuments/organ-pipe-cactus-national-monument/,Organ Pipe Cactus National Monument,"Roosevelt established Organ Pipe Cactus National Monument, an area spanning more than 330,000 acres of the Sonoran Desert in southwestern Arizona. Home to over..."
27,"what arizona desert is  organ pipe cactus national monument in?
",https://www.nps.gov/orpi/planyourvisit/basicinfo.htm,Basic Information - Organ Pipe Cactus National Monument (U.S. ...,"Dec 19, 2022 ... Arizona highway 85 is the main entrance into the monument. The highway and the road into the campground are the only paved roads in the monument..."
28,"arizona desert with organ pipe cactus national monument
",https://www.nps.gov/orpi/,Organ Pipe Cactus National Monument (U.S. National Park Service),"Dec 19, 2022 ... Human stories echo throughout the Sonoran Desert, chronicling thousands of years of desert living. A wilderness hike, a scenic drive, or a night..."
28,"arizona desert with organ pipe cactus national monument
",https://en.wikipedia.org/wiki/Organ_Pipe_Cactus_National_Monument,Organ Pipe Cactus National Monument - Wikipedia,Organ Pipe Cactus National Monument is a U.S. national monument and UNESCO biosphere reserve located in extreme southern Arizona that shares a border with...
28,"arizona desert with organ pipe cactus national monument
",https://www.nps.gov/orpi/planyourvisit/basicinfo.htm,Basic Information - Organ Pipe Cactus National Monument (U.S. ...,"Dec 19, 2022 ... Arizona highway 85 is the main entrance into the monument. The highway and the road into the campground are the only paved roads in the monument..."
28,"arizona desert with organ pipe cactus national monument
",https://www.visitarizona.com/places/parks-monuments/organ-pipe-cactus-national-monument/,Organ Pipe Cactus National Monument,"Roosevelt established Organ Pipe Cactus National Monument, an area spanning more than 330,000 acres of the Sonoran Desert in southwestern Arizona. Home to over..."
28,"arizona desert with organ pipe cactus national monument
",https://www.nps.gov/orpi/planyourvisit/index.htm,Plan Your Visit - Organ Pipe Cactus National Monument (U.S. ...,"Dec 19, 2022 ... Explore the desert wilderness hiking through hidden washes, adventuring off on a scenic drive, or relaxing and the monument's campgrounds. Learn..."
29,"what two species exist side by side in everglades national partk
",http://www.doi.gov/blog/10-things-you-didnt-know-about-everglades-national-park,10 Things You Didn't Know About Everglades National Park | U.S. ...,"Dec 6, 2017 ... The Everglades is teeming with plant and animal species not found anywhere else on the planet. The Everglades provides important habitat for..."
29,"what two species exist side by side in everglades national partk
",https://www.educationworld.com/a_lesson/TM/WS_parks_places1.shtml,Education World ® - Lesson Planning Skills Page ...,Capulin Volcano National Monument. ... Everglades National Park. ... is the only place in the world where two particular species exist side by side.
29,"what two species exist side by side in everglades national partk
",https://www.facebook.com/EvergladesNationalPark/photos/a.139211826151603/5945842548821806/?type=3,Everglades National Park - Who said alligators and crocodiles can't ...,"... sometimes be seen living side by side in Everglades National Park. In fact, southern Florida is the only place in the world where both species co-exist!"
29,"what two species exist side by side in everglades national partk
",https://www.nps.gov/ever/learn/nature/alligator.htm,American Alligator: Species Profile - Everglades National Park (U.S. ...,"Upon arrival in the water, she opens her jaws and shakes her head gently from side to side, encouraging the hatchlings to swim out. The juveniles aggregate in..."
29,"what two species exist side by side in everglades national partk
",https://www.facebook.com/EvergladesNationalPark/photos/a.139211826151603/3788482394557843/?type=3,Everglades National Park - Who said alligators and crocodiles can't ...,"Apr 24, 2020 ... In fact, southern Florida is the only place in the world where both species co-exist! Crocodiles typically inhabit coastal, brackish, and..."
30,"what lives in everglades national park
",https://www.nps.gov/ever/learn/nature/animals.htm,Animals - Everglades National Park (U.S. National Park Service),Animals  Leopard frog on the edge of the water. Amphibians  Purple gallinule. Birds  Wading birds foraging in the marsh. Bird Species List  Smalltooth sawfish...
30,"what lives in everglades national park
",https://www.usgs.gov/geology-and-ecology-of-national-parks/ecology-everglades-national-park,Ecology of Everglades National Park | U.S. Geological Survey,"The Everglades has more than 40 mammal species within the park. As a semi-aquatic environment, Everglades are home to many species commonly found in drier..."
30,"what lives in everglades national park
",https://www.evergladessafaripark.com/post/ultimate-guide-animals-of-the-everglades,Everglades Safari Park,"Ultimate Guide: Animals of the Everglades ... Contrary to the aggressive reputation, American Crocodiles tend to be shy in nature and would more likely run..."
30,"what lives in everglades national park
",https://www.nwf.org/Educational-Resources/Wildlife-Guide/Wild-Places/Everglades,The Everglades | National Wildlife Federation,"More than 360 bird species can be found in Everglades National Park alone. The Everglades is known for its many wading birds, such as white and glossy..."
30,"what lives in everglades national park
",https://www.worldatlas.com/articles/what-animals-live-in-the-everglades.html,Animals Of The Florida Everglades - WorldAtlas,"May 5, 2021 ... Some of the significant animals that are found here include the American alligator, Florida panther, West Indian manatee, wood stork, bald eagle..."
31,"when did the capulin volcano last erupt
",https://earthobservatory.nasa.gov/images/88581/capulin-volcano-national-monument,Capulin Volcano National Monument,"Aug 23, 2016 ... Capulin last erupted roughly 56,000 to 62,000 years ago. The volcano sits near the center of the Raton-Clayton field, a cluster of smaller..."
31,"when did the capulin volcano last erupt
",https://www.nps.gov/cavo/learn/nature/geologicactivity.htm,Geologic Activity - Capulin Volcano National Monument (U.S. ...,"Mar 10, 2022 ... After its eruption ended, Capulin Volcano became extinct, although it was hardly the only volcano to erupt in this area."
31,"when did the capulin volcano last erupt
",https://www.npca.org/parks/capulin-volcano-national-monument,Capulin Volcano · National Parks Conservation Association,"The Capulin Volcano last erupted more than 60,000 years ago. From a vent in the earth, pressurized magma exploded into the air, raining lava rock,..."
31,"when did the capulin volcano last erupt
",https://www.nps.gov/cavo/learn/nature/volcanic-fields.htm,Volcanic Fields - Capulin Volcano National Monument (U.S. ...,"Apr 20, 2020 ... Eruptions in the RCVF began approximately 9 million years ago, with Capulin's eruption taking place between 56,000 and 62,000 years ago."
31,"when did the capulin volcano last erupt
",https://newmexiconomad.com/capulin-volcano/,New Mexico National Monuments : Capulin Volcano,"Capulin is a classic cinder cone volcano. The eruption of Capulin, approximately 60,000 years ago, was one of the most recent eruptions. Overall, the RCVF is..."
32,"what country is the roosevelt campobello park in
",https://www.rooseveltcampobello.org/,Roosevelt Campobello International Park,"Roosevelt Campobello International Park is a singular example of international cooperation - jointly administered, staffed, and funded by the peoples of..."
32,"what country is the roosevelt campobello park in
",https://www.nps.gov/roca/,Roosevelt Campobello International Park (U.S. National Park Service),"Feb 19, 2016 ... Roosevelt's ""Beloved Island"" Memorial. For many years, Franklin D. Roosevelt summered on Campobello Island. As an adult, he shared with his..."
32,"what country is the roosevelt campobello park in
",https://en.wikipedia.org/wiki/Roosevelt_Campobello_International_Park,Roosevelt Campobello International Park - Wikipedia,"Roosevelt Campobello International Park preserves the house and surrounding landscape of the summer retreat of Franklin D. Roosevelt, Eleanor Roosevelt and..."
32,"what country is the roosevelt campobello park in
",https://www.nps.gov/nr/travel/presidents/roosevelts_campobello.html,Roosevelt's Campobello--Presidents: A Discover Our Shared ...,Today Roosevelt Campobello International Park honors his memory and ... It is the only park in the world owned by the peoples of two countries and...
32,"what country is the roosevelt campobello park in
",https://www.rooseveltcampobello.org/about-the-park,About the Park — Roosevelt Campobello International Park,"Roosevelt and the legacy of friendship between the two countries. At left, Eleanor Roosevelt's last visit to the Roosevelt Cottage, in 1962."
33,"what event happened in 1859 between two countries 
",https://history.state.gov/milestones/1830-1860/china-2,Milestones: 1830–1860 - Office of the Historian,"The Opening to China Part II: the Second Opium War, the United States, and the Treaty of Tianjin, 18571859. Following the First Opium War in the 1840s,..."
33,"what event happened in 1859 between two countries 
",https://www.history.com/news/a-perfect-solar-superstorm-the-1859-carrington-event,A Perfect Solar Superstorm: The 1859 Carrington Event | HISTORY,"Mar 14, 2012 ... Suddenly, Carrington spotted what he described as two patches of ... the bizarre happenings: a massive solar flare with the energy of 10..."
33,"what event happened in 1859 between two countries 
",https://history.state.gov/countries/issues/italian-unification,Unification of Italian States - Countries - Office of the Historian,"Major Events. Franco-Austrian War, 1859. After striking an alliance with Napoleon III's France, Piedmont-Sardinia provoked Austria to declare..."
33,"what event happened in 1859 between two countries 
",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5215858/,Duration and extent of the great auroral storm of 1859 - PMC,Within ~17 h later the Earth experienced the massive auroral display of September 23 from a coronal mass ejection (CME). The Great Storm in 1859 occurred about...
33,"what event happened in 1859 between two countries 
",https://www.nps.gov/sajh/learn/historyculture/the-pig-war.htm,The Pig War - San Juan Island National Historical Park (U.S. ...,"The date on the back of the painting reads July 27, 1859 -- the very day Pickett ... The San Juan Islands lay between, and both sides claimed the entire..."
34,"places in pennsylvania to visit
",https://travel.usnews.com/rankings/best-places-to-visit-in-pennsylvania/,15 Best Places to Visit in Pennsylvania | U.S. News Travel,Philadelphia  Gettysburg  Pittsburgh  Hershey  Valley Forge  Lancaster  Erie  Delaware Water Gap.
34,"places in pennsylvania to visit
",https://www.travlinmad.com/blog/places-to-visit-in-pennsylvania,"15 Must-See Places to Visit in Pennsylvania, America's Keystone ...","Jan 11, 2023 ... Places to Visit in Pennsylvania: Eastern PA  1. The Poconos  2. Easton  3. Allentown  4. Crystal Cave  5. Philadelphia  6. The Brandywine Valley."
34,"places in pennsylvania to visit
",https://www.busytourist.com/things-to-do-in-pennsylvania/,50 Things To Do & Places To Visit In Pennsylvania - Attractions ...,"Mar 21, 2023 ... 1. Eastern State Penitentiary  2. Andy Warhol Museum  3. Fallingwater  4. Hersheypark  5. Pennsylvania State Capitol Complex  6. Gettysburg..."
34,"places in pennsylvania to visit
",https://www.touropia.com/best-places-to-visit-in-pennsylvania/,10 Best Places to Visit in Pennsylvania (with Map) - Touropia,"Dec 17, 2022 ... 10 Best Places to Visit in Pennsylvania  10. Hickory Run State Park  9. Ohiopyle State Park  8. Delaware Water Gap  7. Erie  6. Ricketts Glen..."
34,"places in pennsylvania to visit
",https://www.planetware.com/tourist-attractions/pennsylvania-uspa.htm,16 Top-Rated Tourist Attractions in Pennsylvania | PlanetWare,"Mar 22, 2022 ... 16 Top-Rated Tourist Attractions in Pennsylvania  1. Independence National Park and the Liberty Bell  2. Hershey Park  3. Gettysburg National..."
35,"fun places to visit in pennsylvania
",https://www.busytourist.com/things-to-do-in-pennsylvania/,50 Fun Things To Do & Places To Visit In Pennsylvania,"Mar 21, 2023 ... One of the biggest and most known Pennsylvania attractions is probably Independence National Historical Park and its accompanying Liberty Bell."
35,"fun places to visit in pennsylvania
",https://travel.usnews.com/features/top-things-to-do-in-pennsylvania,"37 Fun Things to Do in Pennsylvania, According to a Local","The ""Rocky"" Statue and Steps  Hershey  Explore Gettysburg National Military Park  Randyland  Carnegie Science Museum  The Andy Warhol Museum  Eat all you can at..."
35,"fun places to visit in pennsylvania
",https://www.atlasobscura.com/things-to-do/pennsylvania,358 Cool and Unusual Things to Do in Pennsylvania - Atlas Obscura,"Discover 358 hidden attractions, cool sights, and unusual things to do in Pennsylvania from Eastern State Penitentiary to Wagner Free Institute."
35,"fun places to visit in pennsylvania
",https://travel.usnews.com/rankings/best-places-to-visit-in-pennsylvania/,15 Best Places to Visit in Pennsylvania | U.S. News Travel,Philadelphia  Gettysburg  Pittsburgh  Hershey  Valley Forge  Lancaster  Erie  Delaware Water Gap.
35,"fun places to visit in pennsylvania
",https://www.travlinmad.com/blog/places-to-visit-in-pennsylvania,"15 Must-See Places to Visit in Pennsylvania, America's Keystone ...","Jan 11, 2023 ... Places to Visit in Pennsylvania: Eastern PA  1. The Poconos  2. Easton  3. Allentown  4. Crystal Cave  5. Philadelphia  6. The Brandywine Valley."
36,"coco movie
",https://en.wikipedia.org/wiki/Coco_(2017_film),Coco (2017 film) - Wikipedia,Coco is a 2017 American computer-animated fantasy film produced by Pixar Animation Studios and released by Walt Disney Pictures. Based on an original idea...
36,"coco movie
",https://www.imdb.com/title/tt2380307/,Coco (2017) - IMDb,"Coco: Directed by Lee Unkrich, Adrian Molina. With Anthony Gonzalez, Gael Garca Bernal, Benjamin Bratt, Alanna Ubach. Aspiring musician Miguel, confronted..."
36,"coco movie
",https://movies.disney.com/coco,Coco | Official Website | Disney Movie,"Oct 27, 2017 ... In Disney/Pixar's vibrant tale of family, fun and adventure, aspiring young musician named Miguel (voice of newcomer Anthony Gonzalez)..."
36,"coco movie
",https://www.pixar.com/feature-films/coco,CoCo Pixar Film,"And according to director Lee Unkrich, it's all rooted in music. 'Coco' has music in its DNA, says Unkrich. Music shapes the film. Some characters are..."
36,"coco movie
",https://www.disneyplus.com/movies/coco/db9orsI5O4gC,Coco | Disney+,Miguel journeys to the magical land of his ancestors.
37,"what is the movie coco about
",https://en.wikipedia.org/wiki/Coco_(2017_film),Coco (2017 film) - Wikipedia,Coco is a 2017 American computer-animated fantasy film produced by Pixar Animation Studios and released by Walt Disney Pictures. Based on an original idea...
37,"what is the movie coco about
",https://www.rogerebert.com/reviews/coco-2017,Coco movie review & film summary (2017) | Roger Ebert,"Nov 21, 2017 ... ""Coco"" is the sprightly story of a young boy who wants to be a musician and somehow finds himself communing with talking skeletons in the..."
37,"what is the movie coco about
",https://www.imdb.com/title/tt2380307/plotsummary/,Coco (2017) - Plot - IMDb,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary..."
37,"what is the movie coco about
",https://www.commonsensemedia.org/movie-reviews/coco,Coco Movie Review | Common Sense Media,"Feb 18, 2023 ... Parents need to know that Coco is a vibrant Disney/Pixar film that explores the traditions of the Day of the Dead, a child's desire to..."
37,"what is the movie coco about
",https://movies.disney.com/coco,Coco | Official Website | Disney Movie,"Oct 27, 2017 ... In Disney/Pixar's vibrant tale of family, fun and adventure, aspiring young musician named Miguel (voice of newcomer Anthony Gonzalez)..."
38,"cool facts about Hawaii
",https://www.hawaiiactivities.com/travelguide/10-fun-facts-that-make-hawaii-unique/,10 Fun Facts That Make Hawaii Unique - Hawaii Travel Guide,10 Fun Facts That Make Hawaii Unique  1. Mauna Kea is the tallest peak in the world  2. Honolulu is the most isolated city of its size in the world  3. 'Iolani...
38,"cool facts about Hawaii
",https://www.hawaiianairlines.com/trip-planning-guide/10-interesting-facts-about-hawaii,10 Interesting facts about Hawaii | Hawaiian Airlines,10 Interesting facts about Hawaii  English and Hawaiian are the official languages of Hawaii.  Hawaii is the most isolated population center on Earth: It's...
38,"cool facts about Hawaii
",https://hawaiitravelwithkids.com/fun-facts-about-hawaii/,50 Fun Facts About Hawaii + Free Hawaiian Trivia Printable (2023),"Jan 14, 2022 ... Hawaii is the second widest state in the U.S.. Most people don't realize that the way the Hawaiian Islands are situated makes them the second..."
38,"cool facts about Hawaii
",https://www.mauiaccommodations.com/blog/20-quirky-facts-about-hawaii/,20 Quirky Facts About Hawaii | All About Maui Travel Blog,UNIQUE FACTS ABOUT HAWAII  1. Surfing was invented in Hawaii.  2. You can mail a coconut from here.  3. Maui's Mount Haleakala is the largest dormant volcano in...
38,"cool facts about Hawaii
",https://kids.nationalgeographic.com/geography/states/article/hawaii-1,Hawaii Pictures and Facts,"Hawaii may have been named for Hawai'i Loa, a legendary figure who is said to have first discovered the islands. Hawaii's nickname, the Aloha State, is no..."
39,"picture of a river
",https://unsplash.com/s/photos/river,20+ River Pictures | Download Free Images on Unsplash,Download the perfect river pictures. Find over 100+ of the best free river images. Free for commercial use  No attribution required  Copyright-free.
39,"picture of a river
",https://www.pexels.com/search/river/,"River Photos, Download The BEST Free River Stock Photos & HD ...",Download and use 40000+ River stock photos for free.  Thousands of new images every day  Completely Free to Use  High-quality videos and images from...
39,"picture of a river
",https://pixabay.com/images/search/river/,"50,000+ Free River & Nature Images - Pixabay","50,533 Free images of River. River images for free download. Browse or use the filters to find your next picture for your project."
39,"picture of a river
",https://www.istockphoto.com/photos/river,"4,983,100+ River Stock Photos, Pictures & Royalty-Free Images ...","Search from 4983102 River stock photos, pictures and royalty-free images from iStock. Find high-quality stock photos that you won't find anywhere else."
39,"picture of a river
",https://stock.adobe.com/search?k=river,"River Images – Browse 11340748 Stock Photos, Vectors, and Video",White paper boat floating in the water. Watercolor painting of the river and ship on. A glacial rivers from above. Aerial photograph of the...
40,"what habitat does an Aardvark live in
",https://www.awf.org/wildlife-conservation/aardvark,Aardvark | African Wildlife Foundation,"Where do aardvarks live? They are quite versatile in their housing choices and can be found in a broad range of regions, from dry savannas to rainforests. Where..."
40,"what habitat does an Aardvark live in
",https://www.livescience.com/55241-aardvark-facts.html,Facts About Aardvarks | Live Science,"Jun 29, 2016 ... Though they do eat ants  so they are technically ""ant eaters""  aardvarks are a ... Aardvarks live in many different types of habitats,..."
40,"what habitat does an Aardvark live in
",https://en.wikipedia.org/wiki/Aardvark,Aardvark - Wikipedia,"The aardvark is a medium-sized, burrowing, nocturnal mammal native to Africa. It is the only living species of the order Tubulidentata, although other..."
40,"what habitat does an Aardvark live in
",https://www.britannica.com/animal/aardvark,"Aardvark | Description, Diet, Habitat, & Facts | Britannica","aardvark, (Orycteropus afer), also called antbear, stocky African mammal found south of the Sahara Desert in savanna and semiarid areas."
40,"what habitat does an Aardvark live in
",https://animalia.bio/aardvark,"Aardvark - Facts, Diet, Habitat & Pictures on Animalia.bio","The preferred habitat of these animals is areas of sandy soil, although they can live in very different environments such as grasslands, rainforests,..."
41,"fart noises
",https://www.youtube.com/watch?v=mfCvgxoVARM,FART Sound Effects fart noises - YouTube,"Nov 22, 2017 ... Funny sound effects FART Noises Support this AD FREE channel by using Brave Browser! Here's the link: https://brave.com/bra177More Fart..."
41,"fart noises
",https://www.zapsplat.com/sound-effect-category/fart/,"Download Free Fart Sound Effects, Fart Noises & Farting Sounds",Download FREE Fart sound effects. Over 170 fart sounds to use in your fart SFX sound projects. Farting sound boards for funny & wet fart sounds.
41,"fart noises
",https://www.youtube.com/watch?v=ZKacHpM8yTc,Fart Sounds - YouTube,"Aug 17, 2016 ... Fart sounds and noises from the original Fart sound and prank App, iFart. Download to hear all our farts..."
